职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
设计部经理,深圳市克里斯塞琳娜贸易有限公司,,本科,3-5年,1000元/月,20-99人,,http://jobs.zhaopin.com/624206620250095.htm
机器人-视频分析工程师,深圳光启高等理工研究院,,不限,,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/217234823252174.htm
机器人-高性能计算工程师,深圳光启高等理工研究院,,不限,,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/217234823252173.htm
摄影师,深圳市盛世百盈贸易有限公司,,不限,1-3年,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/340676636250107.htm
空间设计师,深圳市汇美影像文化股份有限公司,,大专,3-5年,6000-12000元/月,100-499人,,http://jobs.zhaopin.com/CZ726469940J00015732703.htm
行政前台文员,深圳海威视讯技术有限公司,,中技,1-3年,3500-5000元/月,20-99人,,http://jobs.zhaopin.com/CZ740499440J00036968401.htm
课程设计师,深圳市敦拓电子有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/642718529250169.htm
鉴定人助理,广东南天司法鉴定所,,本科,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/CZ746914840J00048030701.htm
硬件工程师,深圳天盈光电系统有限公司,,不限,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/373675684250067.htm
品牌专员,深圳新艺华建筑装饰工程有限公司,,本科,3-5年,5000-6000元/月,100-499人,,http://jobs.zhaopin.com/358654814250065.htm
WEB前端开发工程师,深圳市新普软件开发有限公司,,不限,3-5年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/264660211250149.htm
Web前端工程师,华宇金信(深圳)信息技术有限公司,,不限,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/270828231250073.htm
高级解决方案经理 (高级客户经理),凌云光子技术集团,,本科,5-10年,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/120479221252504.htm
客服工程师（3C电子业务部）,凌云光子技术集团,,本科,,5000-10000元/月,1000-9999人,,http://jobs.zhaopin.com/120479221252487.htm
C# .Net 软件开发工程师,深圳市铭牛科技有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/578421329250138.htm
软件工程师,深圳锦帛方激光科技有限公司,,大专,1-3年,10000-15000元/月,100-499人,,http://jobs.zhaopin.com/650535828250124.htm
科研管理专员,广州烽火众智数字技术有限公司,,本科,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/543113424250387.htm
电商美工,深圳市富怡恒创科技有限公司,,不限,1-3年,3500-4500元/月,20-99人,,http://jobs.zhaopin.com/478125185250001.htm
视频算法工程师,深圳市云之讯网络技术有限公司,,硕士,1-3年,15000-30000元/月,100-499人,,http://jobs.zhaopin.com/660801126250489.htm
色彩管理工程师,深圳市惠联九天科技有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/146167571250193.htm
销售工程师,深圳市惠联九天科技有限公司,,大专,1年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/146167571250194.htm
算法工程师,深圳市摩西尔电子有限公司,,不限,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/189462925250104.htm
FPGA软件工程师,深圳市摩西尔电子有限公司,,本科,,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/189462925250110.htm
FPGA工程师（拼接处理器）,深圳市注目视讯技术有限公司,,不限,1-3年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/287033886250040.htm
平面设计师,深圳市锐纳装饰设计工程有限公司,,大专,1-3年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ724339640J00013251305.htm
软件工程师,深圳市沃来士企业管理咨询有限公司,,本科,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/661312729250466.htm
led显示屏女业务员底薪加提成,深圳市合利通光电有限公司,,不限,1-3年,3000-6000元/月,100-499人,,http://jobs.zhaopin.com/CZ726295040J00047775201.htm
项目经理,深圳市深网视界科技有限公司,,不限,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/327900489250080.htm
知识产权专员,深圳市创显光电有限公司,,大专,,4000-8000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00006506506.htm
软件工程师（Labview),深圳市泰科盛自动化系统有限公司,,本科,,10000-17000元/月,100-499人,,http://jobs.zhaopin.com/663839420250001.htm
技术合伙人或技术总监,深圳正则科技有限公司,,本科,5-10年,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/342700039250025.htm
ADAS设计工程师,福建省汽车工业集团云度新能源汽车股份有限公司,,不限,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/370823582250181.htm
JAVA Web开发工程师,深圳市艾廷思技术有限公司,,本科,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/CZ724147840J00047694401.htm
企划专员,深圳市镭神智能系统有限公司,,大专,1-3年,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/286299889250120.htm
17520-U3D手游客户端开发工程师(深圳),深圳腾讯计算机系统有限公司 ,,本科,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288505.htm
商业摄影师,深圳市墨言文化传媒有限公司,,不限,3-5年,6000-10000元/月,20人,,http://jobs.zhaopin.com/CZ739381040J00047685601.htm
资深软件开发工程师,深圳市华信天线技术有限公司,,本科,5-10年,15000-25000元/月,100-499人,,http://jobs.zhaopin.com/189465123250338.htm
销售工程师（深圳）,中国大恒(集团)有限公司北京图像视觉技术分公司,,不限,,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/120188733251379.htm
室内效果图制作,深圳市符号数字图像有限公司,,不限,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/667883422250011.htm
投影机技术工程师,深圳市圳原电子有限公司,,大专,1-3年,4000-6000元/月,20人,,http://jobs.zhaopin.com/CZ759447840J00040671901.htm
人工智能算法工程师,深圳市金溢科技股份有限公司,,硕士,3-5年,15000-25000元/月,500-999人,,http://jobs.zhaopin.com/148581875251298.htm
行政专员,深圳市中港星金融服务有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/550610528250252.htm
售后工程师,深圳市创显光电有限公司,,大专,1-3年,4000-8000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00006489106.htm
外贸跟单,深圳市创显光电有限公司,,大专,1-3年,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00006489006.htm
结构工程师,深圳市创显光电有限公司,,大专,3-5年,7000-14000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00005129906.htm
人力资源部经理,深圳市创显光电有限公司,,本科,5-10年,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00005129106.htm
出纳,深圳市创显光电有限公司,,大专,1-3年,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00005184306.htm
连锁运营经理,深圳市汇美影像文化股份有限公司,,本科,3-5年,8000-14000元/月,100-499人,,http://jobs.zhaopin.com/CZ726469940J00015460903.htm
led电子结构工程师,深圳市吉丰光电有限公司,,中技,3-5年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ745493940J00047649701.htm
Android开发工程师,深圳市赛维网络科技有限公司,,大专,3-5年,1000元/月,1000-9999人,,http://jobs.zhaopin.com/516964926250741.htm
机器视觉工程师,深圳市睿晟自动化技术有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/CZ724196840J00013175805.htm
美工,钰焱电子(深圳)有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/494802933250003.htm
UI设计师,江西省零息实业有限公司深圳分公司,,不限,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/377928332250023.htm
女装主设计师（休闲系列）,卡尔丹顿服饰股份有限公司,,大专,3-5年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/132757177251075.htm
测试工程师,深圳市中达瑞和科技有限公司,,博士,3-5年,5500-6500元/月,20-99人,,http://jobs.zhaopin.com/509492928250041.htm
C++开发工程师,深圳市中达瑞和科技有限公司,,大专,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/509492928250037.htm
图形开发工程师,深圳国泰安教育技术股份有限公司,,本科,,13000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/131083318260751.htm
智能算法工程师,深圳国泰安教育技术股份有限公司,,本科,,13000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/131083318260747.htm
视频制作/视频编辑师（双休+高薪）,云界网络服务（深圳）有限公司,,大专,1-3年,8000-16000元/月,100-499人,,http://jobs.zhaopin.com/481201986250011.htm
图传工程师,坎德拉(深圳)科技创新有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/404464885250085.htm
自动化工程总监,深圳市德富莱智能科技股份有限公司,,本科,10年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/574880622250376.htm
测试总监,深圳市德富莱智能科技股份有限公司,,本科,10年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/574880622250377.htm
平面设计主管,深圳前海吉粮商业科技发展有限公司,,大专,1-3年,5500-6500元/月,20-99人,,http://jobs.zhaopin.com/CZ724303640J00013141605.htm
网站美工平面设计员,深圳昂冠帽业有限公司,,中专,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/442607911250040.htm
网站美工欧美潮品嘻哈帽饰,深圳昂冠帽业有限公司,,中专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/442607911250039.htm
骨科影像设备销售经理,北京东方惠尔图像技术有限公司,,大专,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/121022543251022.htm
外贸专员/外贸业务员/外贸跟单/外贸助理,深圳市迈兴隆科技有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/269958186250032.htm
视觉开发工程师,青岛乾程控股集团有限公司,,本科,3-5年,8000-10000元/月,1000-9999人,,http://jobs.zhaopin.com/203593131250366.htm
急聘 高级软件架构师，C# 软件工程师,深圳百迈技术有限公司,,本科,5-10年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/310288582250027.htm
视觉工程师 U,深圳市策维科技有限公司,,本科,1-3年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/386322812250695.htm
助理设计师,深圳诚筑设计有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/388623980250012.htm
外贸专员/外贸业务员/外贸跟单/外贸助理/外贸销售,深圳市迈兴隆科技有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/269958186250025.htm
美工设计,广州帷幄信息科技有限公司,,不限,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/258169783250018.htm
急招《软件工程师》,深圳市爱多维摄影器材有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/297673482250056.htm
网页开发工程师(20万年薪) 工作地点：澳门,珠海澳腾商务咨询有限公司,,不限,,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/426236831250097.htm
平面设计/美工,深圳市阿卡索资讯股份有限公司,,大专,,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/585435125250232.htm
电商美工,深圳市爱派赛科技有限公司,,大专,1年,5000-7000元/月,20-99人,,http://jobs.zhaopin.com/531206926250012.htm
C++软件工程师,深圳百迈技术有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/310288582250012.htm
首都机场航空乘务员、空姐招聘,北京中航联合航空服务有限公司,,大专,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/606078929250760.htm
字幕师,深圳宜和股份有限公司（深视宜和购物频道）,,大专,,3000-5000元/月,100-499人,,http://jobs.zhaopin.com/189282118250791.htm
产品应用经理（生物化学或细胞生物学背景）,新发现科技(中国)有限公司,,硕士,1-3年,5000-10000元/月,20人,,http://jobs.zhaopin.com/673927422250005.htm
视觉开发工程师,深圳元启智能技术有限公司,,本科,3-5年,8000-12000元/月,20-99人,,http://jobs.zhaopin.com/332882886250003.htm
电子产品美工,深圳市东宫顶视文化传播有限公司,,不限,,6001-8000元/月,20人,,http://jobs.zhaopin.com/306308530250036.htm
机器视觉软件工程师,深圳市泰科盛自动化系统有限公司,,本科,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/663839420250003.htm
高级软件工程师,深圳市运泰利自动化设备有限公司,,大专,1-3年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/290693784250052.htm
首都机场航空安全员招聘,北京中航联合航空服务有限公司,,大专,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/606078929250755.htm
现场应用工程师（FAE,江苏思特威电子科技有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/443451510250052.htm
计算机视觉工程师（表情判断）,亚兴科技,,硕士,3-5年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250089.htm
5K起淘宝天猫饰品类目美工,深圳市婧琪发贸易有限公司,,不限,1-3年,5000-8000元/月,20人,,http://jobs.zhaopin.com/477421585250002.htm
应用工程师,深圳市豪恩科技集团股份有限公司,,大专,1年,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250540.htm
特效设计师,创新工厂科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/649636625250918.htm
计算机博士,珠海市运泰利自动化设备有限公司,,博士,,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250477.htm
电气经理,珠海市运泰利自动化设备有限公司,,本科,10年,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250521.htm
电气工程师,珠海市运泰利自动化设备有限公司,,本科,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250447.htm
算法工程师特助,创新工厂科技有限公司,,不限,,5000-7000元/月,100-499人,,http://jobs.zhaopin.com/649636625251278.htm
视频技术开发工程师,深圳光汇石油集团股份有限公司,,不限,,6000-12000元/月,1000-9999人,,http://jobs.zhaopin.com/120534491253183.htm
油品主编,深圳光汇石油集团股份有限公司,,不限,,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120534491253179.htm
机器视觉高级工程师,深圳市博纳世英科技有限公司,,大专,5-10年,10001-15000元/月,20人,,http://jobs.zhaopin.com/305532237250017.htm
投标员,深圳市澳建装饰有限公司,,大专,3-5年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/320342480250007.htm
设计师,深圳市澳建装饰有限公司,,大专,3-5年,5000-7000元/月,20-99人,,http://jobs.zhaopin.com/320342480250011.htm
人工智能应用产品经理,深圳市保千里电子有限公司,,本科,3-5年,15000-25000元/月,1000-9999人,,http://jobs.zhaopin.com/256478819251744.htm
平面设计师,深圳优汇天下品牌管理有限公司,,不限,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/493596186250012.htm
高级软件工程师,深圳市雅美国际齿科技术有限公司,,不限,,15000-25000元/月,500-999人,,http://jobs.zhaopin.com/336820034250012.htm
高级算法工程师,深圳市雅美国际齿科技术有限公司,,不限,,20000-30000元/月,500-999人,,http://jobs.zhaopin.com/336820034250008.htm
测试工程师（网络摄像机/IPC/NVR）,深圳市微度数字技术有限公司,,大专,1-3年,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/363582119250019.htm
硬件工程师,深圳市微度数字技术有限公司,,大专,1-3年,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/363582119250012.htm
销售工程师-自动化设备部,北京大恒图像视觉有限公司,,大专,1-3年,4000-8000元/月,500-999人,,http://jobs.zhaopin.com/300647816250048.htm
Zynq 开发工程师,亚兴科技,,大专,3-5年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250101.htm
新媒体 采编 编辑,前海优茶电子商务(深圳)有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/403350680250017.htm
PC软件开发工程师,深圳市正运动技术有限公司,,本科,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/583125329250034.htm
JobReqID:5982 系统研究工程师,深圳迈瑞生物医疗电子股份有限公司 ,,硕士,1-3年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257787.htm
RB-人工智能软件工程师,深圳光启高等理工研究院,,不限,3-5年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/217234823252161.htm
JobReqID:1922 临床应用专员（超声）,深圳迈瑞生物医疗电子股份有限公司 ,,本科,1-3年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257386.htm
算法工程师,广东朗呈医疗器械科技有限公司,,本科,,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/270766487250109.htm
JobReqID:2181 软件开发工程师,深圳迈瑞生物医疗电子股份有限公司 ,,本科,1-3年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257453.htm
安卓/Android开发工程师,深圳市宝视达广告有限公司,,不限,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/152248819250088.htm
应用软件工程师,深圳市轴心自控技术有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/249400913250223.htm
销售工程师,北京睿智奥恒科技有限公司,,大专,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/191353628250140.htm
技术支持,北京睿智奥恒科技有限公司,,本科,,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/191353628250137.htm
激光测距机项目经理,深圳市镭神智能系统有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/286299889250083.htm
机器视觉工程师,深圳市金泓溢科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/430542518250094.htm
高级硬件工程师,北京中科虹霸科技有限公司,,本科,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/144043773250835.htm
视觉算法工程师,上海数迹智能科技有限公司,,本科,,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/450906484250027.htm
实习生（研发系统）,深圳市理邦精密仪器股份有限公司,,本科,,2000-4000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001251025.htm
博士后研究人员,深圳市理邦精密仪器股份有限公司,,博士,,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001250977.htm
美工文案,深圳市鑫成宗贸易有限公司,,大专,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/143790261250063.htm
嵌入式软件工程师,北京中科虹霸科技有限公司,,本科,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/144043773250834.htm
平面设计师,深圳市大梅沙奥特莱斯购物村有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/344844617250018.htm
电子工程师,广州中科新知科技有限公司,,硕士,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/697218322250022.htm
平面设计专员,深圳易能电气技术股份有限公司,,大专,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/132916413250103.htm
商业修图师,深圳市世纪樱花实业有限公司,,不限,1-3年,8000-10000元/月,100-499人,,http://jobs.zhaopin.com/156727316250228.htm
多媒体开发工程师（智能互动类）,深圳市时空数码科技有限公司,,大专,,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/188641314250507.htm
机器学习工程师,深圳市行远科技发展有限公司,,本科,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/633614123250015.htm
美工,深圳花旦传媒有限公司,,不限,1-3年,3000-6000元/月,20-99人,,http://jobs.zhaopin.com/337673987250036.htm
网页设计师,深圳市博爱投资管理有限公司,,不限,,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/201667926250581.htm
市场策划专员,深圳市中建沃森空间设计工程有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/544218729250332.htm
网站推广,深圳市宏金丽科技有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/350149217251219.htm
UI/UE设计师,深圳前海壹互联科技投资有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/256911888250089.htm
高速摄像机销售及支持工程师,约克科技公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/000110045250811.htm
行政专员,深圳市铁汉生态环境股份有限公司,,本科,1-3年,4001-6000元/月,1000-9999人,,http://jobs.zhaopin.com/200216929250885.htm
算法工程师,广东虚拟现实科技有限公司,,本科,1-3年,10000-15000元/月,20-99人,,http://jobs.zhaopin.com/265766032250110.htm
影视策划师,深圳市槟果文化传媒有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/564262523250044.htm
财务/销售助理,深圳市佳诚远洋贸易有限公司,,中专,,3000-4000元/月,20-99人,,http://jobs.zhaopin.com/428239411250007.htm
市场策划,深圳市微马体育基金会,,不限,,6001-8000元/月,20人,,http://jobs.zhaopin.com/442826787250002.htm
JobReqID:5982 系统研究工程师,深圳迈瑞生物医疗电子股份有限公司 ,,硕士,1-3年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257787.htm
机器视觉工程师,深圳市金泓溢科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/430542518250094.htm
算法工程师特助,创新工厂科技有限公司,,不限,,5000-7000元/月,100-499人,,http://jobs.zhaopin.com/649636625251278.htm
电气工程师,珠海市运泰利自动化设备有限公司,,本科,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250447.htm
电气经理,珠海市运泰利自动化设备有限公司,,本科,10年,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/467125229250521.htm
高速摄像机销售及支持工程师,约克科技公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/000110045250811.htm
新媒体编辑,深圳发现良田网络科技有限公司,,大专,3-5年,7000-9000元/月,20-99人,,http://jobs.zhaopin.com/375002686250063.htm
行政专员,深圳市铁汉生态环境股份有限公司,,本科,1-3年,4001-6000元/月,1000-9999人,,http://jobs.zhaopin.com/200216929250885.htm
算法工程师,广东虚拟现实科技有限公司,,本科,1-3年,10000-15000元/月,20-99人,,http://jobs.zhaopin.com/265766032250110.htm
影视策划师,深圳市槟果文化传媒有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/564262523250044.htm
机器视觉高级工程师,深圳市博纳世英科技有限公司,,大专,5-10年,10001-15000元/月,20人,,http://jobs.zhaopin.com/305532237250017.htm
投标员,深圳市澳建装饰有限公司,,大专,3-5年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/320342480250007.htm
设计师,深圳市澳建装饰有限公司,,大专,3-5年,5000-7000元/月,20-99人,,http://jobs.zhaopin.com/320342480250011.htm
软件工程师,烟台艾德康生物科技有限公司,,本科,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/350281213251349.htm
激光测距机项目经理,深圳市镭神智能系统有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/286299889250083.htm
UI/UE设计师,深圳前海壹互联科技投资有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/256911888250089.htm
测试工程师（网络摄像机/IPC/NVR）,深圳市微度数字技术有限公司,,大专,1-3年,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/363582119250019.htm
硬件工程师,深圳市微度数字技术有限公司,,大专,1-3年,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/363582119250012.htm
平面设计师,深圳优汇天下品牌管理有限公司,,不限,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/493596186250012.htm
销售工程师,北京睿智奥恒科技有限公司,,大专,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/191353628250140.htm
安卓/Android开发工程师,深圳市宝视达广告有限公司,,不限,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/152248819250088.htm
应用软件工程师,深圳市轴心自控技术有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/249400913250223.htm
技术支持,北京睿智奥恒科技有限公司,,本科,,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/191353628250137.htm
专利工程师,大族激光科技产业集团股份有限公司 ,,本科,1-3年,6000-9000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553252129.htm
财务/销售助理,深圳市佳诚远洋贸易有限公司,,中专,,3000-4000元/月,20-99人,,http://jobs.zhaopin.com/428239411250007.htm
CCD视觉软件工程师,大族激光科技产业集团股份有限公司 ,,本科,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251746.htm
视觉软件工程师,大族激光科技产业集团股份有限公司 ,,本科,1-3年,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251700.htm
软件工程师,大族激光科技产业集团股份有限公司 ,,本科,,4001-6000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251742.htm
平面设计/美工,深圳市源微创新实业有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/380638885250091.htm
网页设计,深圳市协众机电设备工程有限公司,,中专,1-3年,3500-4500元/月,20-99人,,http://jobs.zhaopin.com/329250316250061.htm
软件工程师SJ,大族激光科技产业集团股份有限公司 ,,本科,1-3年,8500-12000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251885.htm
应用工程师（TI）,文晔集团—文晔领科(上海)投资有限公司,,本科,,8000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/156195028250636.htm
平面设计,智立方数码科技有限公司,,不限,1年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/687797323250147.htm
平面设计,深圳市智立方互动科技有限公司,,不限,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/394322235250026.htm
高级室内设计师/室内设计师/展示空间设计,深圳市迪特格工业产品设计有限公司,,大专,1-3年,8000-12000元/月,20人,,http://jobs.zhaopin.com/146846154250242.htm
嵌入式工程师,深圳市品健电子有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/509183727250008.htm
市场策划专员,深圳市中建沃森空间设计工程有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/544218729250332.htm
视觉算法工程师,上海数迹智能科技有限公司,,本科,,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/450906484250027.htm
平面设计师,深圳市大梅沙奥特莱斯购物村有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/344844617250018.htm
公共关系专员（Public Relationship Specialist）,新晔电子(深圳)有限公司,,本科,1-3年,6000-10000元/月,500-999人,,http://jobs.zhaopin.com/144106347250355.htm
商业修图师,深圳市世纪樱花实业有限公司,,不限,1-3年,8000-10000元/月,100-499人,,http://jobs.zhaopin.com/156727316250228.htm
光学设计高级工程师,华大基因,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258495.htm
IOS APP开发,深圳市旺龙智能科技有限公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/157158621250219.htm
Android（传感器) 写作（撰稿写手论文发表）（写手或客户）,桂林市文星文稿有限责任公司,,硕士,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/279603010251065.htm
FPGA工程师,深圳市杰思创科技有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/227597419250163.htm
网络推广,深圳市宝莱克科技有限公司,,大专,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/274016313250070.htm
超声硬件工程师,武汉中旗生物医疗电子有限公司,,本科,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/653000429250442.htm
高级算法工程师,上海锐陟企业管理咨询有限公司,,本科,1-3年,30001-50000元/月,20-99人,,http://jobs.zhaopin.com/422722637250310.htm
高级算法工程师,深圳市捷顺科技实业股份有限公司,,硕士,,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/120223985250258.htm
视频分析工程师,深圳市捷顺科技实业股份有限公司,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/120223985250068.htm
