职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
图像算法工程师,上海某机器人技术有限公司,,本科或以上,2年工作经验,18-36万,,,https://www.liepin.com/a/9403605.shtml
图像处理算法工程师,深圳某上市公司,,硕士或以上,3年工作经验,13-30万,,,https://www.liepin.com/a/9404533.shtml
图像/算法总监,国际著名的消费类电子研发及生产企业,,本科或以上,8年工作经验,100-160万,,,https://www.liepin.com/a/8066366.shtml
IQ(图像处理）算法 副理/主任工程师,国内某电子公司,,本科或以上,3年工作经验,30-45万,,,https://www.liepin.com/a/9098671.shtml
图像优化,CES获奖黑科技品牌,,本科或以上,1年工作经验,50-80万,,,https://www.liepin.com/a/9252509.shtml
图象算法研发经理,泰爻光电,,本科或以上,5年工作经验,30-46万,,,https://www.liepin.com/job/198335215.shtml
高级ISP工程师,英飞拓,,学历不限,5年工作经验,12-24万,,,https://www.liepin.com/job/196547218.shtml
嵌入式软件工程师,深圳市固胜智能科技有限公司,,本科或以上,2年工作经验,10-14万,,,https://www.liepin.com/job/198641409.shtml
FPGA开发工程师,景阳科技,,本科或以上,3年工作经验,12-24万,,,https://www.liepin.com/job/198641492.shtml
ISP工程师,英飞拓,,学历不限,4年工作经验,12-18万,,,https://www.liepin.com/job/196547252.shtml
C++工程师,深圳市菲森科技有限公司,,本科或以上,经验不限,12-24万,,,https://www.liepin.com/job/196373184.shtml
算法工程师,斯尔顿科技,,本科或以上,3年工作经验,12-24万,,,https://www.liepin.com/job/196403502.shtml
放射科医师,深圳安科,,本科或以上,5年工作经验,24-36万,,,https://www.liepin.com/job/198538111.shtml
网络摄像机嵌入式软件工程师,物联传感,,本科或以上,3年工作经验,18-24万,,,https://www.liepin.com/job/198178699.shtml
算法工程师,泰山在线科技,,硕士或以上,2年工作经验,面议,,,https://www.liepin.com/job/197750588.shtml
基带多媒体器件工程师,深圳桑菲消费通信有限公司,,本科或以上,3年工作经验,12-22万,,,https://www.liepin.com/job/196595036.shtml
技术总监,深圳市思榕科技有限公司,,硕士或以上,5年工作经验,24-54万,,,https://www.liepin.com/job/195930220.shtml
Camera算法工程师,依偎科技,,本科或以上,3年工作经验,26-65万,,,https://www.liepin.com/job/197673419.shtml
camera系统工程师,依偎科技,,本科或以上,3年工作经验,26-52万,,,https://www.liepin.com/job/197711144.shtml
博士工程师,深圳市科思科技股份有限公司,,博士或以上,经验不限,18-36万,,,https://www.liepin.com/job/197448955.shtml
算法工程师,深圳市科思科技股份有限公司,,本科或以上,5年工作经验,18-30万,,,https://www.liepin.com/job/197448923.shtml
相机效果工程师,富士康科技集团WLBG,,本科或以上,2年工作经验,17-35万,,,https://www.liepin.com/job/198543284.shtml
图传工程师,坎德拉,,本科或以上,3年工作经验,12-18万,,,https://www.liepin.com/job/198449498.shtml
视频智能算法高级软件工程师,深圳市图敏智能视频股份有限公司,,本科或以上,1年工作经验,面议,,,https://www.liepin.com/job/198390037.shtml
OpenGL开发工程师,依偎科技,,本科或以上,3年工作经验,14-29万,,,https://www.liepin.com/job/198737328.shtml
算法设计工程师－计算机视觉方向,敏行医学,,硕士或以上,经验不限,18-36万,,,https://www.liepin.com/job/197925873.shtml
视觉开发团队主管,海目星科技,,本科或以上,5年工作经验,20-26万,,,https://www.liepin.com/job/198106549.shtml
算法工程师,深圳明锐理想科技有限公司,,本科或以上,1年工作经验,14-24万,,,https://www.liepin.com/job/197999826.shtml
深度学习算法工程师,真玫智能科技(深圳)有限公司,,硕士或以上,经验不限,18-36万,,,https://www.liepin.com/job/197831760.shtml
算法工程师,蓝韵医学影像,,本科或以上,经验不限,18-30万,,,https://www.liepin.com/job/196565462.shtml
GPU软件工程师,斯尔顿科技,,本科或以上,3年工作经验,18-24万,,,https://www.liepin.com/job/197211209.shtml
软件开发工程师,深圳市欧力克斯科技有限公司,,本科或以上,5年工作经验,面议,,,https://www.liepin.com/job/197330617.shtml
视觉算法工程师,飞马机器人,,硕士或以上,经验不限,18-24万,,,https://www.liepin.com/job/195818556.shtml
高级软件测试工程师,智能管家,,本科或以上,3年工作经验,14-18万,,,https://www.liepin.com/job/194651886.shtml
Linux驱动开发工程师,同为数码,,学历不限,5年工作经验,18-30万,,,https://www.liepin.com/job/194798741.shtml
算法工程师,飞马机器人,,学历不限,经验不限,面议,,,https://www.liepin.com/job/196637737.shtml
智能算法工程师,同为数码,,学历不限,8年工作经验,18-30万,,,https://www.liepin.com/job/195035466.shtml
高级C++/C#软件工程师,深圳明锐理想科技有限公司,,本科或以上,4年工作经验,21-29万,,,https://www.liepin.com/job/197678881.shtml
算法工程师（IVD）,江苏康尚生物医疗科技有限公司,,硕士或以上,2年工作经验,10-20万,,,https://www.liepin.com/job/197422606.shtml
高级图象算法工程师,泰爻光电,,本科或以上,2年工作经验,18-36万,,,https://www.liepin.com/job/197659094.shtml
算法工程师,蓝韵医学影像,,硕士或以上,3年工作经验,18-30万,,,https://www.liepin.com/job/196401560.shtml
高级linux驱动工程师,同为数码,,本科或以上,5年工作经验,18-30万,,,https://www.liepin.com/job/193725721.shtml
高级光学工程师,瀚海基因,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/198239908.shtml
FPGA开发,深圳市超节点网络科技有限公司,,本科或以上,3年工作经验,12-24万,,,https://www.liepin.com/job/198359579.shtml
视觉算法工程师,道通科技,,硕士或以上,1年工作经验,30-60万,,,https://www.liepin.com/job/198337005.shtml
电路设计,深圳市超节点网络科技有限公司,,本科或以上,3年工作经验,12-24万,,,https://www.liepin.com/job/198383595.shtml
高级视觉算法工程师,众为创造,,本科或以上,2年工作经验,18-28万,,,https://www.liepin.com/job/198481850.shtml
机器视觉工程师,源明杰科技,,大专或以上,3年工作经验,10-12万,,,https://www.liepin.com/job/198389885.shtml
资深软件开发工程师,深圳市华信天线技术有限公司,,本科或以上,5年工作经验,18-30万,,,https://www.liepin.com/job/198467148.shtml
视觉算法组长,真玫智能科技(深圳)有限公司,,硕士或以上,5年工作经验,24-48万,,,https://www.liepin.com/job/197917841.shtml
产品经理（罗湖）,深圳世联行地产顾问股份有限公司,,本科或以上,2年工作经验,12-24万,,,https://www.liepin.com/job/198082129.shtml
嵌入式应用软件工程师,深网视界,,本科或以上,2年工作经验,12-24万,,,https://www.liepin.com/job/198170781.shtml
搜索引擎算法工程师,零壹移动,,本科或以上,5年工作经验,24-48万,,,https://www.liepin.com/job/198079932.shtml
画质软件工程师-PQ,晶晨半导体,,本科或以上,1年工作经验,18-36万,,,https://www.liepin.com/job/198203994.shtml
深度学习研究员（互联网+教育）,海云天,,本科或以上,1年工作经验,29-56万,,,https://www.liepin.com/job/198215170.shtml
IOS工程师,深圳云消费网络科技有限公司,,大专或以上,2年工作经验,11-12万,,,https://www.liepin.com/job/198230232.shtml
CPU集群工程师（互联网+教育）,海云天,,本科或以上,1年工作经验,21-40万,,,https://www.liepin.com/job/198215168.shtml
深度学习工程师,海云天,,本科或以上,1年工作经验,21-40万,,,https://www.liepin.com/job/198215171.shtml
高级策略研发工程师,优点网络科技(深圳)有限公司,,本科或以上,3年工作经验,24-42万,,,https://www.liepin.com/job/197847008.shtml
网络管理员,科盾科技,,本科或以上,2年工作经验,5-7万,,,https://www.liepin.com/job/197205956.shtml
技术经理,北京赢康科技股份有限公司,,学历不限,5年工作经验,10-11万,,,https://www.liepin.com/job/194707572.shtml
机器人应用软件开发工程师,深圳市佳康捷科技有限公司,,大专或以上,2年工作经验,10-24万,,,https://www.liepin.com/job/195639381.shtml
大数据工程师,大数金融,,本科或以上,经验不限,24-30万,,,https://www.liepin.com/job/194928122.shtml
产品经理,深圳视觉科技有限公司,,本科或以上,经验不限,17-18万,,,https://www.liepin.com/job/196669857.shtml
机器视觉软件开发工程师,深圳市佳康捷科技有限公司,,学历不限,经验不限,10-24万,,,https://www.liepin.com/job/195507963.shtml
机器视觉软件工程师,昂纳,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/197734319.shtml
高级策略研发工程师,优点网络科技(深圳)有限公司,,本科或以上,3年工作经验,24-42万,,,https://www.liepin.com/job/197847008.shtml
机器视觉软件工程师,昂纳,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/197734319.shtml
应用软件工程师,轴心自控,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/197734581.shtml
视觉算法组长,真玫智能科技(深圳)有限公司,,硕士或以上,5年工作经验,24-48万,,,https://www.liepin.com/job/197917841.shtml
嵌入式应用软件工程师,深网视界,,本科或以上,2年工作经验,12-24万,,,https://www.liepin.com/job/198170781.shtml
搜索引擎算法工程师,零壹移动,,本科或以上,5年工作经验,24-48万,,,https://www.liepin.com/job/198079932.shtml
高级硬件工程师,深圳市汉森软件有限公司,,本科或以上,5年工作经验,22-30万,,,https://www.liepin.com/job/198325799.shtml
视觉工程师 U,策维科技,,本科或以上,2年工作经验,7-18万,,,https://www.liepin.com/job/198339893.shtml
QT软件开发工程师,深圳市畅飞扬信息系统有限公司,,大专或以上,3年工作经验,12-18万,,,https://www.liepin.com/job/198276688.shtml
C++开发工程师,飞瑞斯科技,,本科或以上,3年工作经验,12-18万,,,https://www.liepin.com/job/198322809.shtml
家具规划设计,深圳市优合环境工程设计有限公司,,大专或以上,3年工作经验,5-7万,,,https://www.liepin.com/job/198349726.shtml
视觉算法工程师C++,深圳市超节点网络科技有限公司,,本科或以上,3年工作经验,18-36万,,,https://www.liepin.com/job/198383823.shtml
产品经理（罗湖）,深圳世联行地产顾问股份有限公司,,本科或以上,2年工作经验,12-24万,,,https://www.liepin.com/job/198082129.shtml
量化投资经理/总监（金融）,唐商投资,,硕士或以上,3年工作经验,面议,,,https://www.liepin.com/job/198533143.shtml
软件工程师,道通科技,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/198377294.shtml
品牌经理/主管,深圳佳兆业城市更新集团,,本科或以上,2年工作经验,12-24万,,,https://www.liepin.com/job/198532755.shtml
软件测试工程师,万像电子,,本科或以上,1年工作经验,10-16万,,,https://www.liepin.com/job/198448799.shtml
互联网产品经理,深圳市创客工场科技有限公司,,本科或以上,3年工作经验,22-36万,,,https://www.liepin.com/job/198367013.shtml
视觉软件工程师,深圳市泰洛斯自动化科技有限公司,,大专或以上,3年工作经验,面议,,,https://www.liepin.com/job/198650539.shtml
相机IQ工程师（效果调试）,依偎科技,,本科或以上,3年工作经验,16-31万,,,https://www.liepin.com/job/198737389.shtml
相机系统（算法）开发工程师,依偎科技,,本科或以上,5年工作经验,23-46万,,,https://www.liepin.com/job/198737438.shtml
Linux/c++软件工程师,坎德拉,,本科或以上,2年工作经验,18-36万,,,https://www.liepin.com/job/198667720.shtml
深度学习工程师,坎德拉,,本科或以上,经验不限,18-36万,,,https://www.liepin.com/job/198727074.shtml
硬件工程师,光峰光电,,硕士或以上,2年工作经验,18-24万,,,https://www.liepin.com/job/198762808.shtml
Win软件工程师（生物识别方向）,中控智慧科技,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/198768227.shtml
产品经理（互联网家装/公寓）,深圳世联行地产顾问股份有限公司,,本科或以上,3年工作经验,12-24万,,,https://www.liepin.com/job/198763589.shtml
资深设计师,广州蓝色光标,,本科或以上,2年工作经验,10-14万,,,https://www.liepin.com/job/198437550.shtml
美术指导/资深美术指导,广州蓝色光标,,本科或以上,4年工作经验,14-24万,,,https://www.liepin.com/job/198437603.shtml
音视频编解码工程师,依偎科技,,本科或以上,3年工作经验,13-26万,,,https://www.liepin.com/job/198617724.shtml
虚拟仿真业务拓展经理,北京赢康科技股份有限公司,,本科或以上,3年工作经验,11-18万,,,https://www.liepin.com/job/198500696.shtml
高级品牌主管,深圳市鲜语运营管理有限公司,,本科或以上,3年工作经验,面议,,,https://www.liepin.com/job/198593139.shtml
相机UI开发,依偎科技,,本科或以上,3年工作经验,16-31万,,,https://www.liepin.com/job/198737285.shtml
嵌入式软件工程师,光峰光电,,硕士或以上,5年工作经验,24-36万,,,https://www.liepin.com/job/198762774.shtml
软件工程师(激光设备),策维科技,,大专或以上,经验不限,18-24万,,,https://www.liepin.com/job/198769248.shtml
数字媒体 美术UI设计师,方直科技,,大专或以上,2年工作经验,8-17万,,,https://www.liepin.com/job/198736952.shtml
视觉研发工程师（深圳）,平安科技,,学历不限,经验不限,面议,,,https://www.liepin.com/job/196813649.shtml
人脸识别工程师（深圳）,平安科技,,本科或以上,经验不限,面议,,,https://www.liepin.com/job/197722624.shtml
QT软件工程师,昂纳,,本科或以上,2年工作经验,14-28万,,,https://www.liepin.com/job/198096628.shtml
游戏原画（宣传）,乐易网络,,大专或以上,1年工作经验,6-12万,,,https://www.liepin.com/job/197605127.shtml
高级研发工程师(iOS平台）（深圳）,平安科技,,本科或以上,经验不限,面议,,,https://www.liepin.com/job/198084072.shtml
三维动画师 ,数虎图像,已上市,本科,3-5年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1411597925.html
U3D ,数虎图像,已上市,本科,3-5年,10K-20K,100-499人,,https://www.zhipin.com/job_detail/1410554762.html
三维/CAD/制图 ,华志图像,不需要融资,中专及以下,1年以内,3K-6K,0-20人,,https://www.zhipin.com/job_detail/1411478260.html
Camera驱动工程师 ,麦极客图像,天使轮,本科,3-5年,15K-25K,0-20人,,https://www.zhipin.com/job_detail/1411339508.html
游戏场景 ,数虎图像,已上市,大专,1-3年,6K-12K,100-499人,,https://www.zhipin.com/job_detail/1410771977.html
原画师 ,数虎图像,已上市,本科,3-5年,8K-14K,100-499人,,https://www.zhipin.com/job_detail/1410502069.html
原画师 ,数虎图像,已上市,本科,5-10年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1407128150.html
资深文案 ,数虎图像,已上市,本科,5-10年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1407119724.html
高级图像视频算法专家 ,迅雷网络,已上市,硕士,3-5年,20K-35K,1000-9999人,,https://www.zhipin.com/job_detail/1411549801.html
图像算法工程师 ,紫薇帝星,,硕士,1-3年,12K-18K,,,https://www.zhipin.com/job_detail/1411589784.html
图像处理工程师 ,茁壮网络,D轮及以上,硕士,3-5年,10K-20K,500-999人,,https://www.zhipin.com/job_detail/1411532808.html
项目管理 ,麦极客图像,天使轮,大专,1-3年,10K-15K,0-20人,,https://www.zhipin.com/job_detail/1411302014.html
商务渠道 ,麦极客图像,天使轮,大专,1-3年,10K-15K,0-20人,,https://www.zhipin.com/job_detail/1411189670.html
视觉设计师 ,数虎图像,已上市,本科,3-5年,12K-15K,100-499人,,https://www.zhipin.com/job_detail/1407119633.html
视频/图形开发 ,麦极客图像,天使轮,本科,经验不限,15K-20K,0-20人,,https://www.zhipin.com/job_detail/1407387500.html
三维动画师 ,数虎图像,已上市,本科,3-5年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1411597925.html
U3D ,数虎图像,已上市,本科,3-5年,10K-20K,100-499人,,https://www.zhipin.com/job_detail/1410554762.html
三维/CAD/制图 ,华志图像,不需要融资,中专及以下,1年以内,3K-6K,0-20人,,https://www.zhipin.com/job_detail/1411478260.html
Camera驱动工程师 ,麦极客图像,天使轮,本科,3-5年,15K-25K,0-20人,,https://www.zhipin.com/job_detail/1411339508.html
游戏场景 ,数虎图像,已上市,大专,1-3年,6K-12K,100-499人,,https://www.zhipin.com/job_detail/1410771977.html
原画师 ,数虎图像,已上市,本科,3-5年,8K-14K,100-499人,,https://www.zhipin.com/job_detail/1410502069.html
原画师 ,数虎图像,已上市,本科,5-10年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1407128150.html
资深文案 ,数虎图像,已上市,本科,5-10年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1407119724.html
高级图像视频算法专家 ,迅雷网络,已上市,硕士,3-5年,20K-35K,1000-9999人,,https://www.zhipin.com/job_detail/1411549801.html
图像算法工程师 ,紫薇帝星,,硕士,1-3年,12K-18K,,,https://www.zhipin.com/job_detail/1411589784.html
图像处理工程师 ,茁壮网络,D轮及以上,硕士,3-5年,10K-20K,500-999人,,https://www.zhipin.com/job_detail/1411532808.html
项目管理 ,麦极客图像,天使轮,大专,1-3年,10K-15K,0-20人,,https://www.zhipin.com/job_detail/1411302014.html
商务渠道 ,麦极客图像,天使轮,大专,1-3年,10K-15K,0-20人,,https://www.zhipin.com/job_detail/1411189670.html
视觉设计师 ,数虎图像,已上市,本科,3-5年,12K-15K,100-499人,,https://www.zhipin.com/job_detail/1407119633.html
视频/图形开发 ,麦极客图像,天使轮,本科,经验不限,15K-20K,0-20人,,https://www.zhipin.com/job_detail/1407387500.html
图像识别算法工程师 ,微光视界,未融资,硕士,1-3年,10K-20K,0-20人,,https://www.zhipin.com/job_detail/1411475380.html
视频后期制作 ,数虎图像,已上市,大专,1-3年,7K-14K,100-499人,,https://www.zhipin.com/job_detail/1401589579.html
图像算法 ,苏州精创,,本科,3-5年,10K-20K,,,https://www.zhipin.com/job_detail/1411408053.html
图像处理算法优化工程师 ,华汉伟业科技有限公司,,硕士,1-3年,8K-15K,,,https://www.zhipin.com/job_detail/1410595085.html
图像识别算法工程师 ,聆感家科技,,本科,经验不限,20K-35K,,,https://www.zhipin.com/job_detail/1411387282.html
图像识别 ,股利科技,不需要融资,硕士,1年以内,10K-20K,20-99人,,https://www.zhipin.com/job_detail/1411267990.html
图像算法 ,股利科技,不需要融资,硕士,1年以内,10K-20K,20-99人,,https://www.zhipin.com/job_detail/1411267976.html
图像算法工程师 ,远光软件,已上市,本科,3-5年,10K-15K,1000-9999人,,https://www.zhipin.com/job_detail/1411488555.html
图像算法高级工程师 ,亚洲视觉,,硕士,3-5年,15K-25K,,,https://www.zhipin.com/job_detail/1411399682.html
图像算法 ,科创数字,未融资,硕士,1-3年,10K-20K,100-499人,,https://www.zhipin.com/job_detail/1411155425.html
图像识别技术专家 ,益投后,天使轮,本科,5-10年,35K-60K,20-99人,,https://www.zhipin.com/job_detail/1411487990.html
舞台美术，多媒体设计师 ,数虎图像,已上市,大专,1-3年,7K-14K,100-499人,,https://www.zhipin.com/job_detail/1401582099.html
图像识别高级工程师 ,华大基因,D轮及以上,本科,5-10年,20K-35K,1000-9999人,,https://www.zhipin.com/job_detail/1406766443.html
图像质量测试 ,软通动力,已上市,本科,1-3年,8K-12K,10000人以上,,https://www.zhipin.com/job_detail/1410965477.html
算法工程师（图形图像方向） ,云智数据,A轮,本科,3-5年,8K-16K,20-99人,,https://www.zhipin.com/job_detail/1411148037.html
图像质量调试 ,软通动力,已上市,本科,经验不限,8K-15K,10000人以上,,https://www.zhipin.com/job_detail/1410943710.html
图像算法工程师 ,信炜科技,不需要融资,本科,3-5年,12K-18K,100-499人,,https://www.zhipin.com/job_detail/1411480988.html
图像算法 ,异方科技,天使轮,本科,经验不限,10K-20K,0-20人,,https://www.zhipin.com/job_detail/1411253375.html
图像测试 ,软通动力,已上市,本科,经验不限,8K-15K,10000人以上,,https://www.zhipin.com/job_detail/1410943662.html
室内设计 ,数虎图像,已上市,本科,5-10年,15K-20K,100-499人,,https://www.zhipin.com/job_detail/1404886706.html
图像处理 ,中软国际,已上市,大专,5-10年,28K-40K,10000人以上,,https://www.zhipin.com/job_detail/1410758251.html
人工智能工程师-图像处理 ,小牛资本集团,未融资,硕士,3-5年,20K-40K,10000人以上,,https://www.zhipin.com/job_detail/1410989157.html
图像算法工程师 ,保千里集团,已上市,本科,3-5年,15K-30K,1000-9999人,,https://www.zhipin.com/job_detail/1407099163.html
图像视屏软件开发工程师 ,珠海习悦,A轮,本科,经验不限,15K-30K,20-99人,,https://www.zhipin.com/job_detail/1411259363.html
机器视觉/图像处理/算法工程师 ,智果门管家,天使轮,大专,经验不限,10K-20K,20-99人,,https://www.zhipin.com/job_detail/1410709678.html
高级图像识别算法工程师 ,尊豪网络,A轮,硕士,3-5年,20K-30K,100-499人,,https://www.zhipin.com/job_detail/1410611157.html
图像质量测试 ,软通动力,已上市,本科,1-3年,8K-16K,10000人以上,,https://www.zhipin.com/job_detail/1407302108.html
UI/UE设计师 ,麦极客图像,天使轮,本科,3-5年,6K-12K,0-20人,,https://www.zhipin.com/job_detail/1406589254.html
图像识别 ,ai4health,,本科,经验不限,8K-16K,,,https://www.zhipin.com/job_detail/1410555174.html
舞美设计 ,数虎图像,已上市,本科,3-5年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1407131225.html
图像识别算法工程师 ,金蝶软件,已上市,本科,1-3年,10K-20K,1000-9999人,,https://www.zhipin.com/job_detail/1411015655.html
Unity3D开发工程师 ,麦极客图像,天使轮,本科,3-5年,10K-20K,0-20人,,https://www.zhipin.com/job_detail/1406589207.html
Java服务器主程 ,麦极客图像,天使轮,本科,5-10年,25K-40K,0-20人,,https://www.zhipin.com/job_detail/1406588948.html
Java服务器开发 ,麦极客图像,天使轮,不限,3-5年,20K-25K,0-20人,,https://www.zhipin.com/job_detail/1406588890.html
图像算法工程师（深圳） ,美图,已上市,本科,1-3年,14K-28K,1000-9999人,,https://www.zhipin.com/job_detail/1410507489.html
图像处理软件工程师 ,欢雀科技,A轮,硕士,3-5年,15K-20K,100-499人,,https://www.zhipin.com/job_detail/1410786522.html
多媒体设计师 ,数虎图像,已上市,本科,1-3年,10K-13K,100-499人,,https://www.zhipin.com/job_detail/1407127849.html
资深图像算法 ,深圳万兴科技,B轮,本科,5-10年,20K-35K,500-999人,,https://www.zhipin.com/job_detail/1406179116.html
图像算法工程师 ,创客工场,B轮,硕士,1-3年,20K-30K,100-499人,,https://www.zhipin.com/job_detail/1410416821.html
图像算法工程师 ,亚洲视觉,,本科,3-5年,10K-20K,,,https://www.zhipin.com/job_detail/1410852755.html
图像算法工程师 ,北京东舟技术有限公司,未融资,本科,3-5年,12K-18K,20-99人,,https://www.zhipin.com/job_detail/1410408567.html
图像识别算法工程师 ,喏喏,不需要融资,本科,1-3年,15K-30K,0-20人,,https://www.zhipin.com/job_detail/1405842514.html
旅游演艺策划师 ,数虎图像,已上市,不限,3-5年,10K-13K,100-499人,,https://www.zhipin.com/job_detail/1407130596.html
图像算法工程师-研发 ,泰山体育,,硕士,1-3年,10K-20K,,,https://www.zhipin.com/job_detail/1407177889.html
图像算法工程师-芯片 ,泰山体育,,硕士,3-5年,15K-30K,,,https://www.zhipin.com/job_detail/1407177958.html
嵌入式研发(图像算法) ,车智佳,天使轮,大专,5-10年,15K-25K,0-20人,,https://www.zhipin.com/job_detail/1404809056.html
图像算法 ,金蝶,已上市,本科,3-5年,12K-18K,20-99人,,https://www.zhipin.com/job_detail/1411095320.html
图像识别深度学习算法工程师 ,玩学帮,天使轮,本科,经验不限,15K-30K,20-99人,,https://www.zhipin.com/job_detail/1406843003.html
图像识别 ,亿德自动化,,本科,1-3年,5K-10K,,,https://www.zhipin.com/job_detail/1410714162.html
图像算法工程师 ,车智佳,天使轮,本科,1-3年,12K-20K,0-20人,,https://www.zhipin.com/job_detail/1400228886.html
图像处理算法工程师 ,金雅拓,未融资,不限,经验不限,20K-40K,500-999人,,https://www.zhipin.com/job_detail/1406482394.html
图形图像工程师 ,云之梦科技,A轮,本科,3-5年,20K-40K,20-99人,,https://www.zhipin.com/job_detail/1406779566.html
图像算法工程师 ,找材宝,未融资,大专,1-3年,8K-12K,20-99人,,https://www.zhipin.com/job_detail/1407071878.html
图像识别算法工程师 ,星常态,A轮,本科,1-3年,10K-15K,100-499人,,https://www.zhipin.com/job_detail/1406503923.html
图像识别深度学习工程师 ,深圳百诺国际,,本科,5-10年,20K-40K,,,https://www.zhipin.com/job_detail/1407327547.html
高级图像算法研发工程师（深圳） ,腾讯,已上市,硕士,经验不限,15K-25K,10000人以上,,https://www.zhipin.com/job_detail/1407101364.html
图像处理工程师（TV） ,金锐显,已上市,大专,3-5年,10K-20K,1000-9999人,,https://www.zhipin.com/job_detail/1405422350.html
机器学习图像识别 ,玩学帮,天使轮,硕士,3-5年,20K-40K,20-99人,,https://www.zhipin.com/job_detail/1410771942.html
图像处理实习生 ,坎德拉,未融资,硕士,应届生,6K-12K,20-99人,,https://www.zhipin.com/job_detail/1405997004.html
图像算法工程师 ,中电数通科技,未融资,本科,经验不限,10K-20K,100-499人,,https://www.zhipin.com/job_detail/1406404856.html
图像质量工程师 ,量子视觉,B轮,大专,3-5年,15K-25K,20-99人,,https://www.zhipin.com/job_detail/1406258158.html
深圳学习图像算法工程师 ,坎德拉,未融资,硕士,3-5年,20K-40K,20-99人,,https://www.zhipin.com/job_detail/1405996959.html
图像算法 ,民富集团,未融资,本科,1年以内,13K-20K,100-499人,,https://www.zhipin.com/job_detail/1411306654.html
图像处理工程师 ,深圳安佳威视,未融资,本科,1-3年,5K-10K,0-20人,,https://www.zhipin.com/job_detail/1407358296.html
图像标注 ,中软国际,已上市,大专,1-3年,6K-9K,10000人以上,,https://www.zhipin.com/job_detail/1411114890.html
动漫产品设计师 ,数虎图像,已上市,本科,3-5年,5K-10K,100-499人,,https://www.zhipin.com/job_detail/1405669719.html
衍生产品设计师-儿童类 ,数虎图像,已上市,本科,1-3年,5K-10K,100-499人,,https://www.zhipin.com/job_detail/1405543863.html
硬件工程师（图像传感器方向） ,科创数字,未融资,本科,1-3年,15K-20K,100-499人,,https://www.zhipin.com/job_detail/1410663844.html
高级图像识别算法工程师 ,0glass,A轮,本科,1-3年,1K-2K,20-99人,,https://www.zhipin.com/job_detail/1400319500.html
图像算法专家/算法开发经理 ,泰山体育,,博士,3-5年,20K-40K,,,https://www.zhipin.com/job_detail/1405541467.html
图像处理与算法工程师 ,ROBO医疗,不需要融资,本科,3-5年,8K-15K,100-499人,,https://www.zhipin.com/job_detail/1400151570.html
图像算法工程师 ,天下同音,,硕士,5-10年,20K-25K,,,https://www.zhipin.com/job_detail/1410613020.html
深度学习，人工智能，图像语音识别 ,深圳华为,不需要融资,本科,3-5年,25K-50K,10000人以上,,https://www.zhipin.com/job_detail/1410955251.html
图像算法工程师 ,Nearbylink,天使轮,本科,1-3年,12K-20K,20-99人,,https://www.zhipin.com/job_detail/1405962018.html
图像处理 ,正向思维,不需要融资,本科,3-5年,20K-25K,20-99人,,https://www.zhipin.com/job_detail/1411223919.html
图像算法工程师 ,Insta360,B轮,硕士,3-5年,15K-30K,100-499人,,https://www.zhipin.com/job_detail/1401447427.html
图像处理算法工程师 ,华大基因,D轮及以上,本科,5-10年,10K-15K,1000-9999人,,https://www.zhipin.com/job_detail/1401423003.html
资深图像算法软件工程师 ,万兴科技,B轮,硕士,3-5年,30K-40K,500-999人,,https://www.zhipin.com/job_detail/1406985913.html
高级图像处理软件工程师 ,中达瑞和,未融资,本科,3-5年,15K-20K,20-99人,,https://www.zhipin.com/job_detail/1410465517.html
三维重建/立体图像算法工程师 ,泰山体育,,硕士,3-5年,10K-20K,,,https://www.zhipin.com/job_detail/1405541423.html
C++/opengl/图像识别 ,游视秀,B轮,本科,经验不限,12K-20K,20-99人,,https://www.zhipin.com/job_detail/1405691085.html
视觉图像算法工程师 ,蓝胖子机器人,A轮,本科,经验不限,12K-20K,0-20人,,https://www.zhipin.com/job_detail/1405462482.html
图像处理工程师（哎吖网） ,新华云帆,B轮,本科,1-3年,10K-20K,100-499人,,https://www.zhipin.com/job_detail/1401510723.html
图像算法工程师 ,脸萌技术,B轮,本科,3-5年,15K-25K,20-99人,,https://www.zhipin.com/job_detail/1407198085.html
图像处理工程师 ,燕麦科技,不需要融资,本科,1-3年,10K-20K,100-499人,,https://www.zhipin.com/job_detail/1406098113.html
图形图像算法工程师 ,千寻智居,不需要融资,本科,3-5年,20K-30K,20-99人,,https://www.zhipin.com/job_detail/1401715570.html
效果图设计师 ,深圳市方块数字图,,高中,3-5年,5K-8K,,,https://www.zhipin.com/job_detail/1411267340.html
图像产品经理 ,vivo,不需要融资,本科,3-5年,15K-30K,1000-9999人,,https://www.zhipin.com/job_detail/1406087994.html
